run,lambda_MBD,lambda_DDD
1,19.176102998156598,22.61475233981311
2,19.176102998156598,14.699436638827025
3,19.176102998156598,40.48950182369661
4,19.176102998156598,18.53465952070963
5,19.176102998156598,0.047729880568503524
6,19.176102998156598,1.0304569347131507
7,19.176102998156598,44.186759383426136
8,19.176102998156598,23.24468897756936
9,19.176102998156598,2.00346713582292
10,19.176102998156598,0.41694692745663864
11,19.176102998156598,3.2162298820662656
12,19.176102998156598,11.646104722881994
13,19.176102998156598,12.599752446833238
14,19.176102998156598,4.116032512304506
15,19.176102998156598,24.76511041253031
16,19.176102998156598,39.87178732641867
17,19.176102998156598,24.382501194293745
18,19.176102998156598,43.70976819658133
19,19.176102998156598,4.807785723327502
20,19.176102998156598,4.709981188157448
21,19.176102998156598,48.65145609901201
22,19.176102998156598,0.05113859166197731
23,19.176102998156598,35.30748518479002
24,19.176102998156598,40.90579561139866
25,19.176102998156598,24.1239938049595
26,19.176102998156598,46.35182084241704
27,19.176102998156598,0.031524573342410704
28,19.176102998156598,31.300152323134338
29,19.176102998156598,19.157218452689854
30,19.176102998156598,0.6991301340900679
31,19.176102998156598,1.406069867600701
32,19.176102998156598,8.790724088560065
33,19.176102998156598,24.89824114619814
34,19.176102998156598,28.104382807761976
35,19.176102998156598,38.36989400905976
36,19.176102998156598,1.359361936257134
37,19.176102998156598,34.308412627635555
38,19.176102998156598,28.6915926609435
39,19.176102998156598,29.751594811176215
40,19.176102998156598,24.284698844846194
41,19.176102998156598,15.548064694507952
42,19.176102998156598,17.85290561349415
43,19.176102998156598,31.588790770448725
44,19.176102998156598,12.156247082477456
45,19.176102998156598,8.372820843218285
46,19.176102998156598,3.19254648484297
47,19.176102998156598,36.020271926538925
48,19.176102998156598,19.299037402147064
49,19.176102998156598,28.93541723938556
50,19.176102998156598,40.45450009106923
51,19.176102998156598,21.711662023168998
52,19.176102998156598,44.24673912861824
53,19.176102998156598,15.970584089021289
54,19.176102998156598,33.20037863888598
55,19.176102998156598,22.63123098135981
56,19.176102998156598,14.1881323378386
57,19.176102998156598,37.56335112565244
58,19.176102998156598,38.93671299404138
59,19.176102998156598,0.026573799812390723
60,19.176102998156598,13.336753463538782
61,19.176102998156598,41.10819274363745
62,19.176102998156598,18.955167971139524
63,19.176102998156598,26.841953261736993
64,19.176102998156598,25.302307135302698
65,19.176102998156598,12.137398254742715
66,19.176102998156598,28.42426236723905
67,19.176102998156598,39.82411081014912
68,19.176102998156598,28.802702043367226
69,19.176102998156598,2.2636673681276114
70,19.176102998156598,28.126598725957553
71,19.176102998156598,22.348457278378707
72,19.176102998156598,19.284706007341235
73,19.176102998156598,1.2125776628377634
74,19.176102998156598,36.15623800936085
75,19.176102998156598,41.30818918442488
76,19.176102998156598,35.406646925074085
77,19.176102998156598,9.519836452642856
78,19.176102998156598,11.664177714301381
79,19.176102998156598,9.156704996023695
80,19.176102998156598,6.810902948174358
81,19.176102998156598,5.366649345179911
82,19.176102998156598,36.080171134438004
83,19.176102998156598,41.76649729165389
84,19.176102998156598,36.59759181110434
85,19.176102998156598,36.07010116170323
86,19.176102998156598,37.91374045011939
87,19.176102998156598,12.45766814776862
88,19.176102998156598,31.290826925052
89,19.176102998156598,33.50717250874206
90,19.176102998156598,39.371188940478554
91,19.176102998156598,14.541688387173096
92,19.176102998156598,28.14784911617348
93,19.176102998156598,3.296833118875243
94,19.176102998156598,35.17057655591868
95,19.176102998156598,4.643594687424447
96,19.176102998156598,36.02545361892338
97,19.176102998156598,33.80549590411815
98,19.176102998156598,13.30745436598135
99,19.176102998156598,34.90735513139969
100,19.176102998156598,12.188750132589943
